species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Barrel-sponge goby,barrel-sponge ghostgoby,Pleurosicya labiata,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pleurosicya labiata ; Pleurosicya labiata fish ; ikan Barrel-sponge goby ; barrel-sponge ghostgoby fish,100
Baslet multi,manyline perch,Liopropoma multilineatum,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Liopropoma multilineatum ; Liopropoma multilineatum fish ; ikan Baslet multi ; manyline perch fish,100
Basslet  square-spot fairy,square-spot fairy basslet,Pseudanthias pleurotaenia,,Kakap,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pseudanthias pleurotaenia ; Pseudanthias pleurotaenia fish ; ikan Basslet  square-spot fairy ; square-spot fairy basslet fish,100
Basslet pearl-spotted fairy,pearl-spotted fairy basslet,Selenanthias analis,betok totok mutiara,Kerapu,"LAUT, PAYAU",KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Selenanthias analis ; Selenanthias analis fish ; ikan Basslet pearl-spotted fairy ; pearl-spotted fairy basslet fish,100
Batak,toba carp,Neolissochilus thienemanni,jurung,Batak,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Neolissochilus thienemanni ; Neolissochilus thienemanni fish ; ikan Batak ; toba carp fish,100
Batanta mud goby,batanta mud goby,Acentrogobius limarius,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Acentrogobius limarius ; Acentrogobius limarius fish ; ikan Batanta mud goby ; batanta mud goby fish,100
Batanta rainbowfish,batanta rainbowfish,Melanotaenia batanta,pelangi papua; pelangi batanta (papua barat),Rainbow,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Melanotaenia batanta ; Melanotaenia batanta fish ; ikan Batanta rainbowfish ; batanta rainbowfish fish,100
Batman snail,batman schnecke,Neripteron tahitensis,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Neripteron tahitensis ; Neripteron tahitensis fish ; ikan Batman snail ; batman schnecke fish,100
Batu laga,green shell,Turbo marmoratus,siput hijau,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Turbo marmoratus ; Turbo marmoratus fish ; ikan Batu laga ; green shell fish,100
Baung,catfish,Hemibagrus caveatus ; Hemibagrus lacustrinus ; Hemibagrus olyroides ; Hemibagrus velox ; Mystus bimaculatus ; Mytus nigriceps,baung; baung lilin; patik kerapak (kalimantan),Baung,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Mystus bimaculatus ; Mystus bimaculatus fish ; Mytus nigriceps ; Mytus nigriceps fish ; Hemibagrus caveatus ; Hemibagrus caveatus fish ; Hemibagrus lacustrinus ; Hemibagrus lacustrinus fish ; Hemibagrus olyroides ; Hemibagrus olyroides fish ; Hemibagrus velox ; Hemibagrus velox fish ; ikan Baung ; two spot mystus fish,100
Baung bongan,catfish,Hemibagrus bongan,baung,Baung,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hemibagrus bongan ; Hemibagrus bongan fish ; ikan Baung bongan ; catfish fish,100
Baung burai,crystal-eyed catfish,Hemibagrus wyckii,baung jaksa,Baung,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Hemibagrus wyckii ; Hemibagrus wyckii fish ; ikan Baung burai ; crystal-eyed catfish fish,100
Baung hoven,catfish,Hemibagrus hoevenii,baung,Baung,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hemibagrus hoevenii ; Hemibagrus hoevenii fish ; ikan Baung hoven ; catfish fish,100
Baung kuning,catfish,Hemibagrus planiceps,baung senggal; baun/bawong kuning (jawa); singal (jawa barat); baung (sumatera selatan),Baung,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hemibagrus planiceps ; Hemibagrus planiceps fish ; ikan Baung kuning ; catfish fish,100
Baung putih,catfish,Hemibagrus fortis ; Hemibagrus nemurus,baung putih; beong; sogo; tagih,Baung,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hemibagrus nemurus ; Hemibagrus nemurus fish ; Hemibagrus fortis ; Hemibagrus fortis fish ; ikan Baung putih ; asian redtail catfish fish,100
Bawal,pacu branco; pacu galo,Myleus altipinnis ; Myleus knerii ; Myleus latus ; Myleus setiger ; Myloplus arnoldi ; Myloplus lobatus ; Myloplus lucienae ; Myloplus torquatus ; Myloplus zorroi,,Bawal,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Myloplus lucienae ; Myloplus lucienae fish ; Myleus altipinnis ; Myleus altipinnis fish ; Myloplus arnoldi ; Myloplus arnoldi fish ; Myleus knerii ; Myleus knerii fish ; Myleus latus ; Myleus latus fish ; Myloplus lobatus ; Myloplus lobatus fish ; Myleus setiger ; Myleus setiger fish ; Myloplus torquatus ; Myloplus torquatus fish ; Myloplus zorroi ; Myloplus zorroi fish ; ikan Bawal ; pacu fish,100
Bawal air tawar,cachama,Colossoma macropomum,,Bawal,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Colossoma macropomum ; Colossoma macropomum fish ; ikan Bawal air tawar ; cachama fish,100
Bawal bintang,snubnose pompano,Trachinotus blochii,barung,Bawal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Trachinotus blochii ; Trachinotus blochii fish ; ikan Sokang ; snubnose pompano fish,100
Bawal emas,golden pacu,Myleus micans,,Bawal,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Myleus micans ; Myleus micans fish ; ikan Bawal emas ; golden pacu fish,100
Bawal hitam,black pomfret,Parastromateus niger,dorang hitam; dibas; kandibas; kapet; kibas; man riwasa leleng; peda-peda lotong,Bawal,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Parastromateus niger ; Parastromateus niger fish ; ikan Bawal hitam ; black pomfret fish,100
Bawal laut dalam,brilliant pomfret,Eumegistus illustris,,Bawal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Eumegistus illustris ; Eumegistus illustris fish ; ikan Bawal laut dalam ; brilliant pomfret fish,100
Bawal lonjong,pomfret,Taractes rubescens,,Bawal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Taractes rubescens ; Taractes rubescens fish ; ikan Bawal lonjong ; pomfret fish,100
Bawal paraguay,paraguay silver dollar,Mylossoma duriventre ; Mylossoma paraguayensis,,Bawal,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Mylossoma paraguayensis ; Mylossoma paraguayensis fish ; Mylossoma duriventre ; Mylossoma duriventre fish ; ikan Bawal paraguay ; paraguay silver dollar fish,100
Bawal perak,silver dollar,Metynnis hypsauchen ; Mylossoma aureum ; Psenopsis anomala,,Bawal,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Psenopsis anomala ; Psenopsis anomala fish ; Metynnis hypsauchen ; Metynnis hypsauchen fish ; Mylossoma aureum ; Mylossoma aureum fish ; ikan Bawal perak ; pacific rudderfish fish,100
Bawal pomfret,bigtooth pomfret; bigbelly pomfret,Brama orcini,berelah; sadap tipis; bawal pomfret,Bawal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Brama orcini ; Brama orcini fish ; ikan Bawal pomfret ; bigtooth pomfret; bigbelly pomfret fish,100
Bawal putih,silver pomfret,Pampus argenteus,dorang,Bawal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pampus argenteus ; Pampus argenteus fish ; ikan Bawal putih ; silver pomfret fish,100
Bawal sabit,sickle pomfret,Taractichthys steindachneri,bawal arit; gesper bulat,Bawal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Taractichthys steindachneri ; Taractichthys steindachneri fish ; ikan Bawal sabit ; sickle pomfret fish,100
Bawal tawar,pacu,Myleus pacu ; Piaractus brachypomus,,Bawal,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Myleus pacu ; Myleus pacu fish ; Piaractus brachypomus ; Piaractus brachypomus fish ; ikan Bawal tawar ; pacu fish,100
Bayeman,joan's fairy-warsse,Choerodon oligacanthus ; Cirrhilabrus joanallenae ; Cymolutes torquatus ; Halichoeres leucurus,bayeman; keling jakarta hidung biru,Napoleon,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Choerodon oligacanthus ; Choerodon oligacanthus fish ; Cirrhilabrus joanallenae ; Cirrhilabrus joanallenae fish ; Cymolutes torquatus ; Cymolutes torquatus fish ; Halichoeres leucurus ; Halichoeres leucurus fish ; ikan Bayeman ; ikan Mamar ; joan's fairy-warsse fish ; white-patch tuskfish fish,100
Bayeman anchor,orange-dotted tuskfish,Choerodon anchorago,gigi anjing; jarang gigi,Napoleon,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Choerodon anchorago ; Choerodon anchorago fish ; ikan Bayeman anchor ; orange-dotted tuskfish fish,100
Bayeman blackspot,blackspot tuskfish,Choerodon schoenleinii,jarang gigi titik biru,Napoleon,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Choerodon schoenleinii ; Choerodon schoenleinii fish ; ikan Bayeman blackspot ; blackspot tuskfish fish,100
Bekicot,giant african snail,Achatina fulica,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Achatina fulica ; Achatina fulica fish ; ikan Bekicot ; giant african snail fish,100
Belalang-paruh jepun,longwing searobin,Lepidotrigla japonica,pantok empat,Gurnard,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Lepidotrigla japonica ; Lepidotrigla japonica fish ; ikan Belalang-paruh jepun ; longwing searobin fish,100
Belanak,longfinned mullet,Moolgarda perusii ; Moolgarda seheli ; Mugil cephalus ; Osteomugil cunnesius ; Planiliza alata ; Planiliza subviridis ; Valamugil speigleri,balana; bale belana; bebenak; belana; belanak; blanak; bonte; bulanae; buyanak; gereh; ikan kadah; lampangan; tongkol blitar,Belanak,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Mugil cephalus ; Mugil cephalus fish ; Moolgarda perusii ; Moolgarda perusii fish ; Moolgarda seheli ; Moolgarda seheli fish ; Osteomugil cunnesius ; Osteomugil cunnesius fish ; Planiliza alata ; Planiliza alata fish ; Planiliza subviridis ; Planiliza subviridis fish ; Valamugil speigleri ; Valamugil speigleri fish ; ikan Belanak ; mangrove mullet; flathead grey mullet fish,100
Belanak jebug,bluetail mullet,Crenimugil buchanani,,Belanak,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Crenimugil buchanani ; Crenimugil buchanani fish ; ikan Belanak jebug ; bluetail mullet fish,100
Belanak sipit,tade gray mullet,Chelon planiceps,belanak; bebenak; belanak sipit,Belanak,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Chelon planiceps ; Chelon planiceps fish ; ikan Belanak sipit ; tade gray mullet fish,100
Belanak squaretail,squaretail mullet,Ellochelon vaigiensis,belanak; bebenak; belanak jumpul,Belanak,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Ellochelon vaigiensis ; Ellochelon vaigiensis fish ; ikan Belanak squaretail ; squaretail mullet fish,100
Belangkas besar,horseshoe crab,Tachypleus gigas,kepiting ladam belangkas,Belangkas,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Tachypleus gigas ; Tachypleus gigas fish ; ikan Belangkas besar ; horseshoe crab fish,100
Belangkas padi,mangrove horseshoe crab,Carcinoscorpius rotundicauda,,Belangkas,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Carcinoscorpius rotundicauda ; Carcinoscorpius rotundicauda fish ; ikan Belangkas padi ; mangrove horseshoe crab fish,100
Belangkas tigaduri,tri-spine horseshoe crab,Tachypleus tridentatus,,Belangkas,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Tachypleus tridentatus ; Tachypleus tridentatus fish ; ikan Belangkas tigaduri ; tri-spine horseshoe crab fish,100
Belayaran,bigsnout whiptail,Coelorinchus macrorhynchus,,Belayaran,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Coelorinchus macrorhynchus ; Coelorinchus macrorhynchus fish ; ikan Belayaran ; bigsnout whiptail fish,100
Belida indochina,indochina featherback,Chitala blanci,,Belida,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Chitala blanci ; Chitala blanci fish ; ikan Belida indochina ; indochina featherback fish,100
Belida lopis,clown knifefish,Chitala chitala ; Chitala lopis,balidra; belida; belida jawa; belido (jambu; lopis; pangaju; pipih (kalimantan); sumatera selatan,Belida,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Chitala lopis ; Chitala lopis fish ; Chitala chitala ; Chitala chitala fish ; ikan Belida lopis ; giant featherback fish,100
Belida putak,bronze featherback,Notopterus notopterus,belida putak (sumatera selatan); calon induk belida; pipih,Belida,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Notopterus notopterus ; Notopterus notopterus fish ; ikan Belida jawa ; bronze featherback fish,100
Belly-spotted pygmy-goby,storthynx dwarf goby,Eviota storthynx,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Eviota storthynx ; Eviota storthynx fish ; ikan Belly-spotted pygmy-goby ; storthynx dwarf goby fish,100
Beloso,longfin lizardfish,Saurida longimanus ; Saurida macrolepis ; Saurida tumbil ; Saurida undosquamis ; Synodus dermatogenys ; Synodus jaculum ; Synodus macrocephalus,beloso; bitak belande; jabingan tokek heri,Beloso,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Saurida longimanus ; Saurida longimanus fish ; Saurida macrolepis ; Saurida macrolepis fish ; Saurida tumbil ; Saurida tumbil fish ; Saurida undosquamis ; Saurida undosquamis fish ; Synodus jaculum ; Synodus jaculum fish ; Synodus macrocephalus ; Synodus macrocephalus fish ; Synodus dermatogenys ; Synodus dermatogenys fish ; ikan Beloso ; longfin lizardfish fish,100
Beluku,painted terrapine,Batagur Borneoensis,,LABI,TAWAR,,,YA,HIGH,Batagur Borneoensis ; Batagur Borneoensis fish ; ikan Beluku ; painted terrapine fish,100
Belut listrik,electric eel,Electrophorus electricus,,Belut,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Electrophorus electricus ; Electrophorus electricus fish ; ikan Belut listrik ; electric eel fish,100
Belut moray,undulated moray,Gymnothorax undulatus,remang putih,Belut,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Gymnothorax undulatus ; Gymnothorax undulatus fish ; ikan Belut moray ; undulated moray fish,100
Belut sawah,asian swamp eel; swamp eel,Monopterus albus,boluk; welut; moa; lindung,Belut,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Monopterus albus ; Monopterus albus fish ; ikan Belut sawah ; asian swamp eel; swamp eel fish,100
Berang-berang cakar kecil,oriental; asian small-clawed otter,Amblonyx cinere,sero ambrang,Berang-berang,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Amblonyx cinere ; Amblonyx cinere fish ; ikan Linsang ; oriental; asian small-clawed otter fish,100
Berbaju,snakeskin barb,Desmopuntius rhomboocellatus,bebaju (kalbar),Barbus,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Desmopuntius rhomboocellatus ; Desmopuntius rhomboocellatus fish ; ikan Berbaju ; snakeskin barb fish,100
Bertengger,chinese perch; mandarin fish,Siniperca chuatsi,,Mandarin,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Siniperca chuatsi ; Siniperca chuatsi fish ; ikan Chinese perch ; chinese perch; mandarin fish fish,100
Berukung,sucker barb,Barbichthys laevis,berukung; batu hulu (sumsel),Barbus,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Barbichthys laevis ; Barbichthys laevis fish ; ikan Berukung ; sucker barb fish,100
Betok,cross' damselfish ; red chromis,Neoglyphidodon crossi,,Betok,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Neoglyphidodon crossi ; Neoglyphidodon crossi fish ; ikan Betok ; cross' damselfish ; red chromis fish,100
Betok abu abu,blue damsel; grey demoiselle; gray demoiselleÂ,Chrysiptera glauca,,Betok,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Chrysiptera glauca ; Chrysiptera glauca fish ; ikan Betok abu abu ; blue damsel; grey demoiselle; gray demoiselleÂ fish,100
Betok blunt snout gregory,blunt snout gregory,Stegastes punctatus,tibok; padi-padi,Betok,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Stegastes punctatus ; Stegastes punctatus fish ; ikan Betok blunt snout gregory ; blunt snout gregory fish,100
Betok laut,indian basslet,Liopropoma randalli ; Neopomacentrus anabatoides,betok laut,Betok,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Liopropoma randalli ; Liopropoma randalli fish ; Neopomacentrus anabatoides ; Neopomacentrus anabatoides fish ; ikan Betok laut ; indian basslet fish,100
Betok miang,blue-spot damsel; bluespot damselÂ,Pomacentrus grammorhynchus,,Betok,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Pomacentrus grammorhynchus ; Pomacentrus grammorhynchus fish ; ikan Betok miang ; blue-spot damsel; bluespot damselÂ fish,100
Betok philippines,philippines chromis,Chromis scotochilopterus,,Betok,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Chromis scotochilopterus ; Chromis scotochilopterus fish ; ikan Betok philippines ; philippines chromis fish,100
Betok putih,white damsel fish,Dischistodus perspicillatus,tibok; padi-padi,Betok,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Dischistodus perspicillatus ; Dischistodus perspicillatus fish ; ikan Betok putih ; white damsel fish fish,100
Betok scaly,scaly damsel fish,Pomacentrus lepidogenys,betok jun,Betok,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pomacentrus lepidogenys ; Pomacentrus lepidogenys fish ; ikan Betok scaly ; scaly damsel fish fish,100
Betok smokey,smokey chromis,Chromis fumea,,Betok,LAUT,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Chromis fumea ; Chromis fumea fish ; ikan Betok smokey ; smokey chromis fish,100
Betok smoky,smoky damsel fish,Pomacentrus littoralis,tibok; padi-padi,Betok,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Pomacentrus littoralis ; Pomacentrus littoralis fish ; ikan Betok smoky ; smoky damsel fish fish,100
Betok spiny,spiny chromis,Acanthochromis polyacanthus,,Betok,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Acanthochromis polyacanthus ; Acanthochromis polyacanthus fish ; ikan Betok spiny ; spiny chromis fish,100
Betok threespot,threespot damsel fish,Pomacentrus tripunctatus,tibok; padi-padi,Betok,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Pomacentrus tripunctatus ; Pomacentrus tripunctatus fish ; ikan Betok threespot ; threespot damsel fish fish,100
Betta akar,akar betta,Betta akarensis,tampala (kalimantan),Cupang,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Betta akarensis ; Betta akarensis fish ; ikan Betta akar ; akar betta fish,100
Betta albimarginata,betta albimarginata,Betta albimarginata,bettah (kaltim),Cupang,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Betta albimarginata ; Betta albimarginata fish ; ikan Betta albimarginata ; betta albimarginata fish,100
Betta hijau zamrud,blue betta,Betta smaragdina,,Cupang,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Betta smaragdina ; Betta smaragdina fish ; ikan Cupang biru/hijau zamrut ; blue betta fish,100
Betta palifina,betta palifina,Betta pallifina,empala (kalimantan tengah),Cupang,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Betta pallifina ; Betta pallifina fish ; ikan Betta palifina ; betta palifina fish,100
Betutu,trahira,Hoplias malabaricus ; Oxyeleotris marmorata,betutu; bekuru; bakut; malas,Rainbow,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hoplias malabaricus ; Hoplias malabaricus fish ; Oxyeleotris marmorata ; Oxyeleotris marmorata fish ; ikan Betutu ; trahira fish,100
Bia babi,tiger cowrie,Cypraea tigris,keong totol coklat,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Cypraea tigris ; Cypraea tigris fish ; ikan Bia babi ; tiger cowrie fish,100
Big-toothed goby,largetooth goby,Macrodontogobius wilburi,,Gobi,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Macrodontogobius wilburi ; Macrodontogobius wilburi fish ; ikan Big-toothed goby ; largetooth goby fish,100
Biji nangka,freckled goatfish,Upeneus moluccensis ; Upeneus sulphureus ; Upeneus tragula ; Upeneus vittatus,biji nangka; bulu ade; ciko-ciko; ciko-ciko batu; ciko-ciko peo; gajah; gantuk; gasar; gelang mudin; ian puti armal; ian putian mata; ikan janggut; janggo-janggo; jenggotan; kakunir; karang jonggot; kunir; kuniran; lamotu; lamutu tapapulan; manusu; mea-mea; nyanggih; pogot; salmaneta; salmaniti; samaneti; tapapulan; tapulan; tiko; tiko-tiko,"Bijinangka, jenggot",LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Upeneus moluccensis ; Upeneus moluccensis fish ; Upeneus sulphureus ; Upeneus sulphureus fish ; Upeneus tragula ; Upeneus tragula fish ; Upeneus vittatus ; Upeneus vittatus fish ; freckled goatfish fish ; ikan Biji nangka ; ikan Jenggot kuning ; ikan Kuniran ; sulphur goathfish fish ; yellow banded goatfish fish,100
Biji nangka karang,das and dot goatfish,Parupeneus barberinus,pogot; mia-mia; ocimin; biji nangka; nyanggih; mangkoneng; cika-cika peo; lamotu; kerisi,"Bijinangka, jenggot",LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parupeneus barberinus ; Parupeneus barberinus fish ; ikan Biji nangka karang ; das and dot goatfish fish,100
Bijinangka karang,indian goatfish,Parupeneus indicus,pogot; mia-mia; jajanggo; nyanggih; mengkoneng; cika-cika peko; lamotu; kerisi,"Bijinangka, jenggot","LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Parupeneus indicus ; Parupeneus indicus fish ; ikan Bijinangka karang ; indian goatfish fish,100
Bilih,bilih,Mystacoleucus padangensis,bilih,Bilih,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Mystacoleucus padangensis ; Mystacoleucus padangensis fish ; ikan Bilih ; bilih fish,100
Bilis mayang,kapuas river sprat,Clupeichthys bleekeri ; Clupeichthys goniognathus ; Clupeoides borneensis,bilis mayang (kalimantan barat); bilis tamban; bunga air (riau),Bilis,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Clupeichthys bleekeri ; Clupeichthys bleekeri fish ; Clupeichthys goniognathus ; Clupeichthys goniognathus fish ; Clupeoides borneensis ; Clupeoides borneensis fish ; ikan Bilis ; kapuas river sprat fish,100
Black dotted sand perch,black dotted sand perch,Parapercis millepunctata,toto,Grubfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parapercis millepunctata ; Parapercis millepunctata fish ; ikan Black dotted sand perch ; black dotted sand perch fish,100
Black towuti goby,black towuti goby,Mugilogobius hitam,,Gobi,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Mugilogobius hitam ; Mugilogobius hitam fish ; ikan Black towuti goby ; black towuti goby fish,100
Black-banded goby,saddled goby,Callogobius clitellus,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Callogobius clitellus ; Callogobius clitellus fish ; ikan Black-banded goby ; saddled goby fish,100
Black-coral goby,black coral goby,Bryaninops tigris,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Bryaninops tigris ; Bryaninops tigris fish ; ikan Black-coral goby ; black coral goby fish,100
Black-line shrimp-goby,black-line shrimp-goby,Myersina nigrivirgata,,Gobi,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Myersina nigrivirgata ; Myersina nigrivirgata fish ; ikan Black-line shrimp-goby ; black-line shrimp-goby fish,100
