species_indonesia,species_english,species_scientific,search_keywords,min_images,prioritas,fish_group,habitat_type,ornamental_type,local_names
Bole - bolekerang kulit,mauritia maculifera,Mauritia maculifera,Bole - bolekerang kulit; mauritia maculifera; Mauritia maculifera; mauritia maculifera fish,50,LOW,Kerang,"LAUT, PAYAU",NON HIAS,
Bluestone biasa,koran angelfish; semicircle angelfish,Pomacanthus semicirculatus,Bluestone biasa; koran angelfish; semicircle angelfish; Pomacanthus semicirculatus,50,LOW,Angel,LAUT,HIAS,kambing-kambing ungu
Bluestone asli,emperor angelfish,Pomacanthus imperator,Bluestone asli; emperor angelfish; Pomacanthus imperator,50,LOW,Angel,LAUT,HIAS,kepe-kepe kambungan roti
Blue-spotted pipefish,blue-spotted pipefish,Hippichthys cyanospilos,Blue-spotted pipefish; blue-spotted pipefish; Hippichthys cyanospilos,50,LOW,Pipefish,"LAUT, PAYAU, TAWAR",NON HIAS,
Botana coklat,chocolate surgeonfish; mimic surgeonfish,Acanthurus pyroferus,Botana coklat; chocolate surgeonfish; mimic surgeonfish; Acanthurus pyroferus,50,LOW,Lodem,LAUT,HIAS,lodem
Buntal karang,spot-fin porcupinefish,Diodon hystrix,Buntal karang; spot-fin porcupinefish; Diodon hystrix,50,LOW,Buntal,LAUT,HIAS,buntek
Bulu ayam,hamiltons thrysssa,Thryssa hamiltonii,Bulu ayam; hamiltons thrysssa; Thryssa hamiltonii; hamiltons thrysssa fish,50,LOW,Teri,"LAUT, PAYAU, TAWAR",NON HIAS,cangkang; bido; bulu ayam
Bungai air,kapuas river sprat,Clupeichthys bleekeri,Bungai air; kapuas river sprat; Clupeichthys bleekeri; kapuas river sprat fish,50,LOW,Bilis,TAWAR,NON HIAS,bilis mayang (kalimantan barat)
Buntal half-smooth golden,half-smooth golden pufferfish,Lagocephalus spadiceus,Buntal half-smooth golden; half-smooth golden pufferfish; Lagocephalus spadiceus,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,buntal
Buntal green,green puller,Chromis cinerascens,Buntal green; green puller; Chromis cinerascens; green puller fish,50,LOW,Betok,LAUT,HIAS,
Buntal figure eight,figure eight puffer,Dichotomyctere ocellatus,Buntal figure eight; figure eight puffer; Dichotomyctere ocellatus; figure eight puffer fish,50,LOW,Buntal,TAWAR,HIAS,buntal bintik (sumatera selatan)
Buntal fahaka,globe fish,Tetraodon lineatus,Buntal fahaka; globe fish; Tetraodon lineatus,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,
Buntal dongak,evileye blaasop,Amblyrhynchotes honckenii,Buntal dongak; evileye blaasop; Amblyrhynchotes honckenii; evileye blaasop fish,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,
Buntal congo,congo pufferfish,Tetraodon duboisi,Buntal congo; congo pufferfish; Tetraodon duboisi,50,LOW,Buntal,TAWAR,HIAS,
Buntal compressed,compressed toby,Canthigaster compressa,Buntal compressed; compressed toby; Canthigaster compressa; compressed toby fish,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,sangga langit
Buntal borneo,bernoean red eye puffer; milkcoffee crested puffer,Carinotetraodon borneensis,Buntal borneo; bernoean red eye puffer; milkcoffee crested puffer; Carinotetraodon borneensis; bernoean red eye puffer; milkcoffee crested puffer fish,50,LOW,Buntal,TAWAR,HIAS,buntal borneo (kalimantan)
Bulu babi,edible sea urchin,Echinus esculentus,Bulu babi; edible sea urchin; Echinus esculentus; edible sea urchin fish,50,LOW,Bulu babi,LAUT,NON HIAS,bulu babi
Buntal bar cheeked,orange-spotted toadfish,Torquigener hypselogeneion,Buntal bar cheeked; orange-spotted toadfish; Torquigener hypselogeneion,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,buntel babi perak bintang
Buntal babi putih titik hitam,starry toadfish; staring blow fish; toby; star puffer; star blaasop; starry pufferÂ,Arothron stellatus,Buntal babi putih titik hitam; starry toadfish; staring blow fish; toby; star puffer; star blaasop; starry pufferÂ; Arothron stellatus,50,LOW,Buntal,"LAUT, PAYAU",HIAS,
Buntal babi mapa,scribbled toadfish; map puffer; map blaasop,Arothron mappa,Buntal babi mapa; scribbled toadfish; map puffer; map blaasop; Arothron mappa,50,LOW,Buntal,LAUT,HIAS,
Buntal,bennett's pufferfish,Canthigaster bennetti,Buntal; bennett's pufferfish; Canthigaster bennetti,50,LOW,Buntal,LAUT,NON HIAS,buntel ekor merah lumut
Bunglon zebra,whitebarred goby,Amblygobius phalaena,Bunglon zebra; whitebarred goby; Amblygobius phalaena; whitebarred goby fish,50,LOW,Gobi,"LAUT, PAYAU, TAWAR",HIAS,
Bunglon terbalik putih hitam,blackbarred reefgoby,Priolepis nocturna,Bunglon terbalik putih hitam; blackbarred reefgoby; Priolepis nocturna; blackbarred reefgoby fish,50,LOW,Gobi,LAUT,HIAS,
Bunglon sobri,ornate goby,Istigobius ornatus,Bunglon sobri; ornate goby; Istigobius ornatus; ornate goby fish,50,LOW,Gobi,LAUT,HIAS,
Bunglon muralis jakarta,mural goby,Valenciennea muralis,Bunglon muralis jakarta; mural goby; Valenciennea muralis; mural goby fish,50,LOW,Gobi,LAUT,NON HIAS,
Bunglon batik jepara,pink-speckled shrimpgoby,Cryptocentrus leptocephalus,Bunglon batik jepara; pink-speckled shrimpgoby; Cryptocentrus leptocephalus; pink-speckled shrimpgoby fish,50,LOW,Gobi,LAUT,NON HIAS,
Buntal babi strip,striped puffer; narrow-lined puffer,Arothron manilensis,Buntal babi strip; striped puffer; narrow-lined puffer; Arothron manilensis; striped puffer; narrow-lined puffer fish,50,LOW,Buntal,"LAUT, PAYAU",NON HIAS,buntal pare
Blue lined squirrelfish,blue lined squirrelfish,Sargocentron tiere,Blue lined squirrelfish; blue lined squirrelfish; Sargocentron tiere,50,LOW,Squirrelfish,LAUT,NON HIAS,rengginan; ungang; merek batu
Cupang betta,comet,Calloplesiops altivelis,Cupang betta; comet; Calloplesiops altivelis; comet fish,50,LOW,Cupang,LAUT,HIAS,
Cupang bintik,spotted betta,Betta picta,Cupang bintik; spotted betta; Betta picta; spotted betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang tutul; bintik; cupang sawah (jawa)
Gabus,murrel,Ophiocephalus pleurophthalmus,Gabus; murrel; Ophiocephalus pleurophthalmus; murrel fish,50,LOW,Gabus,"PAYAU, TAWAR",HIAS,kerandang
Gabing kuning,lemon goby,Vomerogobius flavus,Gabing kuning; lemon goby; Vomerogobius flavus; lemon goby fish,50,LOW,Gobi,LAUT,NON HIAS,
Frail cardinalfish,frail cardinal fish,Cercamia cladara,Frail cardinalfish; frail cardinal fish; Cercamia cladara,50,LOW,Capungan,LAUT,NON HIAS,
Florida gar,florida gar,Lepisoteus platyrhincus,Florida gar; florida gar; Lepisoteus platyrhincus; florida gar fish,50,LOW,Aligator,TAWAR,HIAS,
Flores cardinalfish,perdix cardinal fish,Apogonichthys perdix,Flores cardinalfish; perdix cardinal fish; Apogonichthys perdix,50,LOW,Capungan,LAUT,NON HIAS,
Flathead,harris's flathead,Inegocia harrisii,Flathead; harris's flathead; Inegocia harrisii; harris's flathead fish,50,LOW,Flathead,LAUT,NON HIAS,paut-paut
Flagtail shrimp goby,flagtail shrimp goby,Amblyeleotris yanoi,Flagtail shrimp goby; flagtail shrimp goby; Amblyeleotris yanoi; flagtail shrimp goby fish,50,LOW,Gobi,LAUT,HIAS,
Flag-fin cardinalfish,frostfin cardinal fish,Ostorhinchus hoevenii,Flag-fin cardinalfish; frostfin cardinal fish; Ostorhinchus hoevenii,50,LOW,Capungan,LAUT,NON HIAS,
Gabus bangka,bangka snakehead,Channa bankanensis,Gabus bangka; bangka snakehead; Channa bankanensis; bangka snakehead fish,50,LOW,Gabus,TAWAR,"HIAS, NON HIAS",
Few-rayed pipefish,few-rayed pipefish,Bhanotia pauciradiata,Few-rayed pipefish; few-rayed pipefish; Bhanotia pauciradiata,50,LOW,Pipefish,LAUT,NON HIAS,
False ear-spot cardinalfish,spot-nape cardinal fish,Ostorhinchus jenkinsi,False ear-spot cardinalfish; spot-nape cardinal fish; Ostorhinchus jenkinsi,50,LOW,Capungan,LAUT,NON HIAS,
Emperor pinkear,redspot emperor; pinkear emperor,Lethrinus lentjan,Emperor pinkear; redspot emperor; pinkear emperor; Lethrinus lentjan; redspot emperor; pinkear emperor fish,50,LOW,Lencam,LAUT,NON HIAS,lencam matahari; katamba; dusun; ling tjan
Elusur aninjau,aninjau ish,Homalopterula Gymnogaster,Elusur aninjau; aninjau ish; Homalopterula Gymnogaster; aninjau ish fish,50,LOW,MAS,TAWAR,,
Elongate tigerfish,elongate tigerfish,Hydrocynus forskahlii,Elongate tigerfish; elongate tigerfish; Hydrocynus forskahlii,50,LOW,Tigerfish,TAWAR,NON HIAS,
Elida umatera,umatera eatherback,Chitala Hypselonotus,Elida umatera; umatera eatherback; Chitala Hypselonotus; umatera eatherback fish,50,LOW,BELI,TAWAR,,
Elida orneo,hitala borneensis,Chitala Borneensis,Elida orneo; hitala borneensis; Chitala Borneensis; hitala borneensis fish,50,LOW,BELI,TAWAR,,orneo featherback
Ekor kuning,banana fish,Caesio chrysozonus,Ekor kuning; banana fish; Caesio chrysozonus,50,LOW,Pisang-pisang,LAUT,NON HIAS,merconan; peta kapotang; lolosi merah; bawo; pisang-pisangan; merconan; peta kapotang; lolosi merah; bawo; pisang-pisangan
Eight-spine cardinalfish,eightspine cardinal fish,Neamia octospina,Eight-spine cardinalfish; eightspine cardinal fish; Neamia octospina,50,LOW,Capungan,LAUT,NON HIAS,
Fangi puffer,pao fangi,Pao fangi,Fangi puffer; pao fangi; Pao fangi; pao fangi fish,50,LOW,Buntal,TAWAR,HIAS,
Eastern bottlenose mormyrid,eastern bottlenose mormyrid,Mormyrus longirostris,Eastern bottlenose mormyrid; eastern bottlenose mormyrid; Mormyrus longirostris; eastern bottlenose mormyrid fish,50,LOW,Mormyrid,TAWAR,HIAS,
Gabus bintik biru,bluespotted snakehead,Channa cyanospilos,Gabus bintik biru; bluespotted snakehead; Channa cyanospilos; bluespotted snakehead fish,50,LOW,Gabus,TAWAR,"HIAS, NON HIAS",
Gabus hutan,forest snakehead,Channa lucius,Gabus hutan; forest snakehead; Channa lucius; forest snakehead fish,50,LOW,Gabus,TAWAR,NON HIAS,bujuk (sumatera); kehung (kalteng); gabus cina (betawi)
Gentle cardinalfish,golden cardinal fish,Apogonichthyoides chrysurus,Gentle cardinalfish; golden cardinal fish; Apogonichthyoides chrysurus,50,LOW,Capungan,LAUT,NON HIAS,
Genggehek,carp,Mystacoleucus marginatus,Genggehek; carp; Mystacoleucus marginatus; carp fish,50,LOW,Mas,TAWAR,NON HIAS,genggehek; lawak; lalawak; wader; wader eco; keprek; regis
Gelik,tigertooth croaker,Otolithes ruber,Gelik; tigertooth croaker; Otolithes ruber; tigertooth croaker fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,ganglemo; grabag; melontak; jarang gigi; tetet
Ganggang merah,red seaweed spinosum,Euchema denticulatum,Ganggang merah; red seaweed spinosum; Euchema denticulatum; red seaweed spinosum fish,50,LOW,Rumput laut,"LAUT, PAYAU",NON HIAS,sacol
Ganggang hijau,sea lettuce,Ulva lactuca,Ganggang hijau; sea lettuce; Ulva lactuca; sea lettuce fish,50,LOW,Rumput laut,LAUT,NON HIAS,rumput laut; ganggang hijau
Gandu,spadefish,Ephippus orbis,Gandu; spadefish; Ephippus orbis,50,LOW,Bawal,"LAUT, PAYAU, TAWAR",NON HIAS,gandu
Galuh setan,shadow driftfish,Cubiceps whiteleggii,Galuh setan; shadow driftfish; Cubiceps whiteleggii,50,LOW,Galuh,LAUT,NON HIAS,setan; ikan jepun
Galuh putih,smalleye ariomma,Ariomma brevimanum,Galuh putih; smalleye ariomma; Ariomma brevimanum; smalleye ariomma fish,50,LOW,Galuh,LAUT,NON HIAS,gontor
Gabus hitam,black snakehead,Channa melasoma,Gabus hitam; black snakehead; Channa melasoma; black snakehead fish,50,LOW,Gabus,TAWAR,"HIAS, NON HIAS",gabus tobang (jabar);toman; tomang; buhung; tauman (kalsel)
Galuh indian,indian driftfish,Ariomma indicum,Galuh indian; indian driftfish; Ariomma indicum,50,LOW,Galuh,LAUT,NON HIAS,petek bayem; marmoyo
Galuh dusky,dusky driftfish,Psenes arafurensis,Galuh dusky; dusky driftfish; Psenes arafurensis,50,LOW,Galuh,LAUT,NON HIAS,galuh
Galuh botol biru,man-of-war fish,Nomeus gronovii,Galuh botol biru; man-of-war fish; Nomeus gronovii,50,LOW,Galuh,LAUT,NON HIAS,
Galuh,bigeye cigarfish,Cubiceps pauciradiatus,Galuh; bigeye cigarfish; Cubiceps pauciradiatus,50,LOW,Galuh,LAUT,NON HIAS,
Gajih,painted sweetlips,Diagramma pictum,Gajih; painted sweetlips; Diagramma pictum; painted sweetlips fish,50,LOW,Kaci-kaci,LAUT,NON HIAS,gajih
Gabus sirip hitam,blackfinned snakehead,Channa melanoptera,Gabus sirip hitam; blackfinned snakehead; Channa melanoptera; blackfinned snakehead fish,50,LOW,Gabus,TAWAR,NON HIAS,
Gabus merah,snakehead gudgeon,Giuris margaritacea,Gabus merah; snakehead gudgeon; Giuris margaritacea; snakehead gudgeon fish,50,LOW,Gabus,"PAYAU, TAWAR",NON HIAS,
Gabus kerdil,dwarf snake head,Channa gachua,Gabus kerdil; dwarf snake head; Channa gachua; dwarf snake head fish,50,LOW,Gabus,TAWAR,"HIAS, NON HIAS",gabus bogo (jakarta); gabus hejo dago (jabar)
Gabus kaisar,emperor/darkfin snakehead,Channa marulioides,Gabus kaisar; emperor/darkfin snakehead; Channa marulioides; emperor/darkfin snakehead fish,50,LOW,Gabus,TAWAR,"HIAS, NON HIAS",
Galuh freckled,freckled driftfish,Psenes cyanophrys,Galuh freckled; freckled driftfish; Psenes cyanophrys,50,LOW,Galuh,LAUT,NON HIAS,galuh
Cupang bettah,tussys betta,Betta tussyae,Cupang bettah; tussys betta; Betta tussyae; tussys betta fish,50,LOW,Cupang,TAWAR,HIAS,
Duyung,dugong,Dugong dugon,Duyung; dugong; Dugong dugon; dugong fish,50,LOW,Duyung,"LAUT, PAYAU, TAWAR",NON HIAS,duyung
Dugong,dugong,Dugong dugon,Dugong; dugong; Dugong dugon; dugong fish,50,LOW,Duyung,"LAUT, PAYAU, TAWAR",NON HIAS,duyung
Cupang siamese fighter,siamese fighting fish,Betta splendens,Cupang siamese fighter; siamese fighting fish; Betta splendens,50,LOW,Cupang,TAWAR,HIAS,
Cupang penang,penang betta,Betta pugnax,Cupang penang; penang betta; Betta pugnax; penang betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang penang (sumatera; riau)
Cupang patoti,bettafish; tiger betta,Betta patoti,Cupang patoti; bettafish; tiger betta; Betta patoti,50,LOW,Cupang,TAWAR,HIAS,cupang tempala (kalmantan timur)
Cupang paradis,round tail paradisefish,Macropodus ocellatus,Cupang paradis; round tail paradisefish; Macropodus ocellatus,50,LOW,Cupang,TAWAR,HIAS,
Cupang merakan,comet,Calloplesiops altivelis,Cupang merakan; comet; Calloplesiops altivelis; comet fish,50,LOW,Cupang,LAUT,HIAS,
Cupang howong,howong betta,Betta unimaculata,Cupang howong; howong betta; Betta unimaculata; howong betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang howong (kaltim)
Cupang giant,giant betta; pearl betta,Betta anabatoides,Cupang giant; giant betta; pearl betta; Betta anabatoides; giant betta; pearl betta fish,50,LOW,Cupang,TAWAR,HIAS,melantau (kalsel dan kalteng)
Cupang eyespot mouthbrooder,eyespot mouthbrooder,Betta ocellata,Cupang eyespot mouthbrooder; eyespot mouthbrooder; Betta ocellata; eyespot mouthbrooder fish,50,LOW,Cupang,TAWAR,HIAS,bettah; cupang tarakan (kalimantan timur)
Cupang slim,slim betta; slender betta,Betta bellica,Cupang slim; slim betta; slender betta; Betta bellica; slim betta; slender betta fish,50,LOW,Cupang,TAWAR,HIAS,tampala (kalimantan barat)
Cupang edithae,edithae betta,Betta edithae,Cupang edithae; edithae betta; Betta edithae; edithae betta fish,50,LOW,Cupang,TAWAR,HIAS,emplasek (kalimantan selatan)
Cupang compuncta,compuncta betta,Betta compuncta,Cupang compuncta; compuncta betta; Betta compuncta; compuncta betta fish,50,LOW,Cupang,TAWAR,HIAS,melak (kalimantan timur)
Cupang comet,comet,Calloplesiops altivelis,Cupang comet; comet; Calloplesiops altivelis; comet fish,50,LOW,Cupang,LAUT,HIAS,
Cupang claret,claret betta,Betta coccina,Cupang claret; claret betta; Betta coccina; claret betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang alam (jambi); cupang api api  (riau)
Cupang ceylonese combtail,ceylonese combtail,Belontia signata,Cupang ceylonese combtail; ceylonese combtail; Belontia signata; ceylonese combtail fish,50,LOW,Cupang,TAWAR,HIAS,ekor ceylon (nama perdagangan)
Cupang bulat,round tail paradisefish,Macropodus ocellatus,Cupang bulat; round tail paradisefish; Macropodus ocellatus,50,LOW,Cupang,TAWAR,HIAS,
Cupang brunei,spotfin betta,Betta macrostoma,Cupang brunei; spotfin betta; Betta macrostoma; spotfin betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang brunei (kalimantan)
Cupang borneo,borneo betta,Betta taeniata,Cupang borneo; borneo betta; Betta taeniata; borneo betta fish,50,LOW,Cupang,TAWAR,HIAS,emplasek (kalsel-kalteng)
Cupang biru/hijau zamrut,blue betta,Betta smaragdina,Cupang biru/hijau zamrut; blue betta; Betta smaragdina; blue betta fish,50,LOW,Cupang,TAWAR,HIAS,
Cupang crescent,crescent betta,Betta imbellis,Cupang crescent; crescent betta; Betta imbellis; crescent betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang pelaga (medan); cupang adu (jambi)
Duncker's pipefish,duncker's pipefish,Halicampus dunckeri,Duncker's pipefish; duncker's pipefish; Halicampus dunckeri,50,LOW,Pipefish,LAUT,NON HIAS,
Cupang surga,round tail paradisefish,Macropodus ocellatus,Cupang surga; round tail paradisefish; Macropodus ocellatus,50,LOW,Cupang,TAWAR,HIAS,
Cupang tussyae,tussys betta,Betta tussyae,Cupang tussyae; tussys betta; Betta tussyae; tussys betta fish,50,LOW,Cupang,TAWAR,HIAS,
Doublespot grubfish,doublespot grubfish,Parapercis diplospilus,Doublespot grubfish; doublespot grubfish; Parapercis diplospilus,50,LOW,Grubfish,LAUT,NON HIAS,
Double-ended pipefish,double-ended pipefish,Trachyrhamphus bicoarctatus,Double-ended pipefish; double-ended pipefish; Trachyrhamphus bicoarctatus,50,LOW,Pipefish,LAUT,NON HIAS,
Dori,john dorry,Zeus faber,Dori; john dorry; Zeus faber; john dorry fish,50,LOW,Dori,LAUT,HIAS,
Dorado,dorado,Salminus brasiliensis,Dorado; dorado; Salminus brasiliensis; dorado fish,50,LOW,Salmon,TAWAR,NON HIAS,
Dokun,spanner barb,Barbodes lateristriga,Dokun; spanner barb; Barbodes lateristriga; spanner barb fish,50,LOW,Barbus,TAWAR,HIAS,dokun; kapiu (sumatera selatan); wader (jawa)
Diskus merah,red discus; heckel discus,Symphysodon discus,Diskus merah; red discus; heckel discus; Symphysodon discus; red discus; heckel discus fish,50,LOW,Diskus,TAWAR,HIAS,
Diles,japanese meagre,Argyrosomus japonicus,Diles; japanese meagre; Argyrosomus japonicus; japanese meagre fish,50,LOW,Gulamah; tigawaja,LAUT,NON HIAS,gumalah; tiga waja; diles; gulama
Dewa,asian maahseer,Tor soro,Dewa; asian maahseer; Tor soro; asian maahseer fish,50,LOW,Torsoro,TAWAR,NON HIAS,kancra; tambra; sapan; ihan batak; curong; mahseer; kelah
Cupang toba,toba betta,Betta rubra,Cupang toba; toba betta; Betta rubra; toba betta fish,50,LOW,Cupang,TAWAR,HIAS,cupang pelaga; laga (sumatera utara)
Depik,depik carp,Rasbora tawarensis,Depik; depik carp; Rasbora tawarensis; depik carp fish,50,LOW,Depik,TAWAR,NON HIAS,relo; heas
Delicate ghostpipefish,delicate ghostpipefish,Solenostomus leptosoma,Delicate ghostpipefish; delicate ghostpipefish; Solenostomus leptosoma,50,LOW,Pipefish,LAUT,NON HIAS,
Deep-water frogfish,deep-water frogfish,Nudiantennarius subteres,Deep-water frogfish; deep-water frogfish; Nudiantennarius subteres,50,LOW,Ikan kodok,LAUT,NON HIAS,
Dayung starry,starry sturgeon,Acipenser stellatus,Dayung starry; starry sturgeon; Acipenser stellatus; starry sturgeon fish,50,LOW,Dayung,"LAUT, PAYAU, TAWAR",NON HIAS,
Dayung siberian,siberian sturgeon,Acipenser baerii,Dayung siberian; siberian sturgeon; Acipenser baerii; siberian sturgeon fish,50,LOW,Dayung,"PAYAU, TAWAR",NON HIAS,
Dayung putih,white sturgeon,Acipenser transmontanus,Dayung putih; white sturgeon; Acipenser transmontanus; white sturgeon fish,50,LOW,Dayung,"LAUT, PAYAU, TAWAR",NON HIAS,
Dayung danau,lake sturgeon,Acipenser fulvescens,Dayung danau; lake sturgeon; Acipenser fulvescens; lake sturgeon fish,50,LOW,Dayung,"PAYAU, TAWAR",NON HIAS,
Dayung,american paddlefish,Polyodon spathula,Dayung; american paddlefish; Polyodon spathula,50,LOW,Dayung,TAWAR,HIAS,
Cupang-cupang,silver tripodfish,Triacanthus nieuhofii,Cupang-cupang; silver tripodfish; Triacanthus nieuhofii,50,LOW,Buntal,LAUT,NON HIAS,
Dentata,dane seabream,Porcostoma dentata,Dentata; dane seabream; Porcostoma dentata; dane seabream fish,50,LOW,Kurisi,LAUT,NON HIAS,
Black-tail grubfish,speckled sandperch,Parapercis hexophthalma,Black-tail grubfish; speckled sandperch; Parapercis hexophthalma; speckled sandperch fish,50,LOW,Grubfish,LAUT,HIAS,toto; jabing tokek
Black-mast shrimp-goby,lachner's shrimp goby,Myersina lachneri,Black-mast shrimp-goby; lachner's shrimp goby; Myersina lachneri; lachner's shrimp goby fish,50,LOW,Gobi,LAUT,NON HIAS,
Black-line shrimp-goby,black-line shrimp-goby,Myersina nigrivirgata,Black-line shrimp-goby; black-line shrimp-goby; Myersina nigrivirgata; black-line shrimp-goby fish,50,LOW,Gobi,LAUT,NON HIAS,
Ayu,ayu sweetfish,Plecoglossus altivelis,Ayu; ayu sweetfish; Plecoglossus altivelis,50,LOW,Ayu,LAUT,NON HIAS,
Ayama-ayam largescale,largescale triggerfish,Canthidermis macrolepis,Ayama-ayam largescale; largescale triggerfish; Canthidermis macrolepis,50,LOW,Ayam-ayam,LAUT,NON HIAS,
